"번호","구분","화장실명","소재지도로명주소","Latitude","Longitude","소재지지번주소","남녀공용화장실여부","남성용-대변기수","남성용-소변기수","남성용-장애인용대변기수","남성용-장애인용소변기수","남성용-어린이용대변기수","남성용-어린이용소변기수","여성용-대변기수","여성용-장애인용대변기수","여성용-어린이용대변기수","관리기관명","전화번호","개방시간","설치연월","WGS84위도","WGS84경도","화장실소유구분","화장실설치장소유형","오물처리방식","비상벨설치여부","비상벨설치장소","화장실입구CCTV설치유무","기저귀교환대유무","기저귀교환대장소","리모델링연월","데이터기준일자"
"969","공중화장실","덕수의료재단 화장실","서울특별시 영등포구 영신로34길 5 (영등포동4가)","37.5200218","126.9018036","","N","1","1","1","0","0","0","2","1","0","덕수의료재단","02-678-8225","09:00~18:00","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-08-31"
"4342","공중화장실","㈜진우에너지 신월점","서울특별시 양천구 신월로 193(신월동)","37.5200142","126.8440687","","N","1","1","0","0","0","0","1","0","0","양천구 녹색환경과","02-2620-4874","05:00~익일01:00","","","","민간","주유소·충전소","수세식","N","없음","N","N","없음","","2021-12-31"
"4420","공중화장실","오솔길근린공원","서울특별시 양천구 남부순환로72길 16","37.5199971","126.8369302","","N","3","4","1","0","0","0","6","1","0","서울특별시 양천구청 공원녹지과","02-2620-3593","24시간","2015-12","","","지방자치단체","기타","수세식","Y","장애인화장실+여자화장실","N","Y","남자화장실+여자화장실","","2021-12-31"
"917","개방화장실","홍익금융프라자-시티은행","서울특별시 영등포구 영등포로 194","37.5199801","126.90294","서울특별시 영등포구 영등포동4가 147-1","N","2","2","0","0","0","0","2","0","0","홍익금융프라자-시티은행","02-2069-1618","07:00~22:00","","","","민간","상업시설","수세식","Y","여자화장실","N","N","없음","","2020-05-18"
"849","개방화장실","여의도롯데엠파이어캐슬화장실","서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어)","37.5199566","126.9265596","서울특별시 영등포구 여의도동 36번지 롯데캐슬엠파이어","N","7","9","0","0","0","0","10","0","0","롯데엠파이어캐슬","02-761-0082","08:00~23:00","","","","민간","상업시설","수세식","Y","여자화장실","N","N","없음","","2020-06-15"
"4308","개방화장실","해맞이역사도서관","서울시 양천구 지양로 37","37.5199255","126.8348562","서울 양천구 신월동 987","N","1","4","1","0","0","0","3","1","0","양천문화재단(교육지원과)","02-2693-5919","09-22시","1989-08","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","2015-10","2021-12-31"
"4450","개방화장실","신월문화체육센터","서울특별시 양천구 지양로47","37.5199255","126.8348562","서울시 양천구 신월동 987번지","N","5","7","0","0","0","0","9","0","0","양천구시설관리공단","02-2605-4093","15시간","2000-02","37.51995","126.83496","지방자치단체","관광·체육시설","수세식","Y","장애인화장실+여자화장실","N","Y","여자화장실","2016-12","2021-12-31"
"918","개방화장실","영신상가","서울특별시 영등포구 영등포로 225","37.519882","126.9066395","서울특별시 영등포구 영등포동5가 18-1","N","3","3","0","0","0","0","4","0","0","영신상가","02-2634-6020","07:00~22:00","","","","민간","상업시설","수세식","Y","여자화장실","N","N","없음","","2020-05-18"
"4305","개방화장실","양천해누리복지관","서울특별시 양천구 목동동로 159","37.5198615","126.8699119","","N","2","1","1","1","0","0","2","1","0","양천구 자립지원과","02-2061-2525","09:00~18:00","2004-10","","","지방자치단체","공공용시설","수세식","N","없음","Y","N","없음","","2021-12-31"
"916","개방화장실","우리은행 영등포중앙지점","서울특별시 영등포구 영등포로 200","37.5198354","126.9035609","서울특별시 영등포구 영등포동4가 142","N","2","2","0","0","0","0","2","0","0","우리은행 영등포중앙지점","02-2678-7921","07:00~22:00","","","","민간","상업시설","수세식","Y","여자화장실","N","N","없음","","2020-05-18"
"4421","공중화장실","한울근린공원","서울특별시 양천구 지양로7길 27-5","37.5198206","126.8322685","","N","1","1","0","0","0","0","2","0","0","서울특별시 양천구청 공원녹지과","02-2620-3594","24시간","1992-12","","","지방자치단체","기타","수세식","Y","여자화장실","N","Y","남자화장실+여자화장실","","2021-12-31"
"4314","개방화장실","구립양천어르신요양센터","서울특별시 양천구 신월로 26","37.5198014","126.8487425","","N","2","2","0","0","0","0","2","0","0","구립양천어르신요양센터(어르신복지과)","02-2695-1620","09~18시","2011-01","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2021-12-31"
"4427","공중화장실","장수공원","서울특별시 양천구 신월로 253","37.5198014","126.8487425","","N","2","2","1","0","0","0","4","1","0","서울특별시 양천구청 공원녹지과","02-2620-3600","24시간","2009-12","","","지방자치단체","기타","수세식","Y","장애인화장실+여자화장실","N","N","없음","","2021-12-31"
"3682","개방화장실","방이119안전센터","서울특별시 송파구 강동대로 286","37.5197539","127.1365562","서울특별시 송파구 방이동 89-3","N","1","1","1","1","0","0","1","1","0","방이119안전센터","02-6981-5372","24시간","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-27"
"968","공중화장실","김안과병원 화장실","서울특별시 영등포구 영신로 136 (김안과병원 본관 1층)","37.5197274","126.9015087","","N","1","3","1","0","0","0","3","1","0","김안과병원","15772693","09:00~18:00","","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2020-08-31"
"920","개방화장실","서린빌딩","서울특별시 영등포구 여의대방로65길 17, 서린빌딩 (여의도동)","37.5197067","126.9292034","서울특별시 영등포구 여의도동 45번지 19호 서린빌딩","N","2","2","0","0","0","0","2","0","0","서린빌딩","02-784-4821","24시간","","","","민간","상업시설","수세식","Y","여자화장실","N","N","없음","","2020-05-18"
"4341","공중화장실","현대오일뱅크㈜직영 
남부순환셀프주유소","서울특별시 양천구 남부순환로 553(신월동)","37.5195591","126.8387341","","N","1","2","0","0","0","0","2","0","0","양천구 녹색환경과","02-2620-4874","00:00~24:00","","","","민간","주유소·충전소","수세식","N","없음","Y","N","없음","","2021-12-31"
"754","공중화장실","조광시장","서울특별시 영등포구 영신로45길 3-3 (당산동1가)","37.5195465","126.899814","서울특별시 영등포구 당산동1가 186번지 23호","N","2","1","0","0","0","0","3","0","0","영등포구 청소과","02-2670-3499","24시간","1981-07","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","N","없음","","2020-05-08"
"3175","개방화장실","두산빌딩","서울특별시 언주로 726 (논현동)","37.5193432","127.0351842","","N","6","0","0","0","0","0","0","0","0","개인","","06:00~21:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-11-28"
"3173","개방화장실","보전빌딩","서울특별시 언주로 725 (논현동)","37.5192505","127.0344252","","N","6","0","0","0","0","0","0","0","0","개인","","06:00~22:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-11-28"
"904","개방화장실","대소빌딩","서울특별시 영등포구 문래로 92","37.5191872","126.8922276","서울특별시 영등포구 문래동3가 77-13","N","2","2","0","0","0","0","2","0","0","대소빌딩","02-2677-0830","07:00~22:00","","","","민간","상업시설","수세식","Y","여자화장실","Y","N","없음","","2020-05-18"
"907","개방화장실","문래아카데미","서울특별시 영등포구 선유로 59","37.5191806","126.8889358","서울특별시 영등포구 문래동6가 5-2","N","2","3","0","0","0","0","2","0","0","문래아카데미","02-2675-7700","07:00~22:00","","","","민간","상업시설","수세식","Y","여자화장실","Y","N","없음","","2020-05-18"
"4381","개방화장실","신목동주유소","서울특별시 양천구 목동동로10길 13(신정동)","37.5190709","126.8710957","신정2동 296-5","N","1","1","0","0","0","0","1","0","0","양천구 청소행정과","02-2620-3430","24시간","","","","민간","주유소·충전소","수세식","Y","여자화장실","Y","N","없음","","2021-12-31"
"3313","공중화장실","청담평생학습관","서울특별시 강남구 학동로 67길 11","37.5190507","127.0464302","","N","2","1","0","0","0","3","1","0","0","강남구도시관리공단","","24시간","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","N","없음","","2022-11-28"
"4301","개방화장실","한빛종합사회복지관","서울특별시 양천구 신월로11길 16","37.5190384","126.8402161","서울특별시 양천구 신월4동 540-1","N","9","22","1","5","0","0","11","1","0","양천구 복지정책과","02-2690-8762","09:00~1800","1995-01","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2021-12-31"
"915","개방화장실","행진빌딩","서울특별시 영등포구 국제금융로 106","37.5188913","126.9332931","서울특별시 영등포구 여의도동 53-1","N","3","2","0","0","0","0","3","0","0","행진빌딩","02-780-6780","07:00~22:00","","","","민간","상업시설","수세식","Y","여자화장실","N","N","없음","","2020-05-18"
"846","개방화장실","진주상가 화장실","서울특별시 영등포구 여의대방로 386, 진주상가 (여의도동)","37.5188731","126.9319198","서울특별시 영등포구 여의도동 54번지 2호 진주상가","N","2","2","0","1","0","0","2","1","0","진주상가","02-783-4398","24시간","","","","민간","상업시설","수세식","Y","여자화장실","N","N","없음","","2020-06-08"
"4454","개방화장실","나눔누리센터","서울특별시 양천구 중앙로 250","37.5188604","126.8537234","서울특별시 양천구 신정동 1032-12","N","4","7","1","1","0","0","7","1","0","양천구 주민협치과","02-2620-3099","09-18시","","","","지방자치단체","공공용시설","수세식","N","없음","N","Y","여자화장실","","2021-12-31"
"3436","개방화장실","안테룸 호텔","서울특별시 도산대로 153","37.5188342","127.0252121","","N","2","0","0","0","0","0","0","0","0","개인","","09:00~18:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-11-28"
"967","공중화장실","CM병원 화장실","서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)","37.5187568","126.9039455","","N","2","3","1","0","0","0","4","1","0","CM병원","02-2678-0001","09:00~18:00","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-08-31"
"4380","개방화장실","현승빌딩","서울특별시 양천구 신목로 34(신정동)","37.518635","126.8739405","신정2동 128-113","N","2","2","0","0","0","0","2","0","0","양천구 청소행정과","02-2620-3430","24시간","","","","민간","기타","수세식","Y","여자화장실","Y","N","없음","","2021-12-31"
"3862","개방화장실","잠실나루역 (개찰구 밖)","서울특별시 송파구 오금로 20","37.5186216","127.1049002","서울특별시 송파구 신천동 15","N","5","4","1","1","0","0","9","1","0","서울교통공사","02-6110-2151","영업시간 내","","","","공공기관","교통시설","수세식","Y","장애인화장실","Y","Y","여자화장실","","2022-12-27"
"4327","개방화장실","신정1동주민센터","서울특별시 양천구 중앙로32길 1","37.5185532","126.8542903","서울 양천구 신정동 1051-11","N","7","7","0","0","0","0","6","0","0","신정1동주민센터","02-2620-4190","09~18시","2003-01","37.316","126.5116","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2021-12-31"
"3161","개방화장실","SK주유소","서울특별시 논현로 747 (논현동)","37.5184942","127.0282324","","N","4","0","0","0","0","0","0","0","0","개인","","상시","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-11-28"
"822","공중화장실","문래근린공원(1)","서울특별시 영등포구 문래동3가 73-1","37.5184532","126.8940868","서울특별시 영등포구 문래동3가 73-1","N","2","2","1","1","0","0","5","1","0","푸른도시과","02-2670-3761","24시간","","","","지방자치단체","공공용시설","수세식","Y","장애인화장실+여자화장실","N","Y","여자화장실","","2020-05-25"
"3293","공중화장실","신사파출소","서울특별시 강남구 도산대로 143","37.5183314","127.0241191","","N","2","2","0","0","0","0","4","0","0","강남경찰서","","9시~18시","","","","공공기관","공공용시설","수세식","Y","여자화장실","Y","N","없음","","2022-11-28"
"4367","공중화장실","신정네거리역(2)","서울특별시 양천구 신정동 1231 신정네거리역","37.5182935","126.8536189","","N","4","5","0","0","0","0","9","0","0","서울교통공사","02-6110-2461","05~24시","","","","공공기관","교통시설","수세식","Y","장애인화장실+여자화장실","Y","Y","남자화장실+여자화장실","","2021-12-31"
"944","공중화장실","여의도성모병원(본관 b1)","서울특별시 영등포구 63로 10 (여의도동, 여의도성모병원)","37.5182841","126.9367077","","N","2","2","0","0","0","0","2","0","0","여의도성모병원 시설팀","02-3779-1532","09:00~18:00","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","N","없음","","2020-08-31"
"945","공중화장실","여의도성모병원(1층)","서울특별시 영등포구 63로 10 (여의도동, 여의도성모병원)","37.5182841","126.9367077","","N","5","5","0","0","0","0","6","0","0","여의도성모병원 시설팀","02-3779-1532","09:00~18:00","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","N","없음","","2020-08-31"
"946","공중화장실","여의도성모병원(2층화장실)","서울특별시 영등포구 63로 10 (여의도동, 여의도성모병원)","37.5182841","126.9367077","","N","7","7","0","0","0","0","8","0","0","여의도성모병원 시설팀","02-3779-1532","09:00~18:00","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","N","없음","","2020-08-31"
"3435","개방화장실","제이타워","서울특별시 도산대로 139 (신사동)","37.5182127","127.0237111","","N","13","0","0","0","0","0","0","0","0","개인","","06:00~23:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-11-28"
"870","공중화장실","이마트 여의도점 화장실","서울특별시 영등포구 여의동로3길 10 (여의도동, 여의도자이)","37.5180719","126.9259554","서울특별시 영등포구 여의도동 47 이마트여의도점","N","2","3","0","0","0","0","5","0","0","이마트여의도점","02-2280-1052","10:00~23:00","","","","민간","상업시설","수세식","N","없음","N","Y","여자화장실","","2020-06-01"
"2736","개방화장실","크레신타워","서울특별시 서초구 강남대로631","37.5180693","127.0184754","서울특별시 서초구 잠원동 8-24","N","2","2","0","0","0","0","2","1","0","서초구 청소행정과","02-2155-6739","04:00~24:00","1905-06","","","민간","상업시설","수세식","Y","여자화장실","N","Y","여자화장실","","2022-11-30"
"843","공중화장실","영롱이인라인","서울특별시 영등포구 문래동5가 31","37.5179868","126.8813009","서울특별시 영등포구 문래동5가 31","N","1","2","0","0","0","0","2","0","0","푸른도시과","02-2670-3773","24시간","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-05-25"
"1404","공중화장실","문래역(2)","서울특별시 영등포구 문래동3가 68-1문래역","37.5178873","126.8947513","","N","5","7","0","0","0","1","14","0","0","서울교통공사","02-6110-2351","05~24","1984-05","","","공공기관","교통시설","수세식","Y","장애인화장실+남자화장실+여자화장실","Y","Y","남자화장실+여자화장실","2011-01","2021-12-31"
"4418","공중화장실","신월근린공원","서울특별시 양천구 신월로 99-1","37.5177974","126.8342309","","N","3","3","1","0","0","0","6","1","0","서울특별시 양천구청 공원녹지과","02-2620-3591","24시간","2013-12","","","지방자치단체","기타","수세식","Y","여자화장실","N","N","없음","","2021-12-31"
"814","공중화장실","영등포역지하도상가 화장실","서울특별시 영등포구 경인로 지하 843(영등포동3가,영등포역지하도상가)","37.5177549","126.907807","","N","4","2","1","0","0","4","13","1","0","서울시설공단","02-2290-6558","09:00~22:30","","","","지방자치단체","상업시설","수세식","Y","여자화장실","Y","Y","남자화장실+여자화장실","2011-01","2020-05-18"
"927","공중화장실","영등포시장지하도상가 출입구A 화장실","서울특별시 영등포구 영등포로 지하 221 (영등포동3가, 영등포시장지하도상가)","37.5177549","126.907807","","N","2","4","1","1","0","0","2","1","0","영등포시장지하도상가","02-2290-6539","05:00~12:00","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","Y","Y","여자화장실","","2020-08-31"
"928","공중화장실","영등포시장 화장실","서울특별시 영등포구 영등포로 지하 221 (영등포동3가, 영등포시장지하도상가)","37.5177549","126.907807","","N","4","9","0","0","0","0","4","0","0","영등포시장","02-2290-6487","05:00~12:00","","","","지방자치단체","공공용시설","수세식","Y","남자화장실+여자화장실","Y","N","없음","","2020-08-31"
"931","공중화장실","영등포역 지하","서울특별시 영등포동 3가 441","37.5177549","126.907807","","N","3","5","1","0","0","0","12","1","0","영등포역 지하","02-2290-6459","05:00~12:00","","","","지방자치단체","공공용시설","수세식","N","없음","Y","Y","여자화장실","","2020-08-31"
"4453","개방화장실","양천구의회","서울특별시 양천구 목동서로 337","37.5176691","126.8663172","","N","1","2","1","1","0","0","1","1","0","양천구의회","02-2620-4966","09:00~18:00(평일)","","","","지방자치단체","공공용시설","수세식","N","없음","Y","Y","여자화장실","","2021-12-31"
"872","공중화장실","여의동주민센터 2층화장실","서울특별시 영등포구 국제금융로 124 (여의도동, 여의동주민센터)","37.5176416","126.9345971","","N","1","1","0","0","0","0","2","0","0","여의동 주민센터","02-2670-1083","09:00~18:00","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","N","없음","","2020-06-03"
"873","공중화장실","여의동주민센터 3층화장실","서울특별시 영등포구 국제금융로 124 (여의도동, 여의동주민센터)","37.5176416","126.9345971","","N","0","0","1","1","0","0","2","1","0","여의동 주민센터","02-2670-1083","09:00~18:00","","","","지방자치단체","공공용시설","수세식","Y","장애인화장실","N","Y","여자화장실","","2020-06-03"
"874","공중화장실","여의동주민센터 4층 화장실","서울특별시 영등포구 국제금융로 124 (여의도동, 여의동주민센터)","37.5176416","126.9345971","","N","2","1","0","0","0","0","3","0","0","여의동 주민센터","02-2670-1083","09:00~18:00","","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2020-06-03"
"2095","공중화장실","신길역 화장실","서울특별시 영등포구 경인로114가길 지하9","37.5176364","126.9140856","서울특별시 영등포구 경인로114가길 지하9","N","8","5","1","0","1","0","9","1","1","서울교통공사","02-6311-5251","05:00~01:00","2015-12","37.517346","126.914221","지방자치단체","교통시설","수세식","Y","여자화장실","Y","Y","여자화장실","","2020-01-01"
"3515","개방화장실","금강아산병원","서울특별시 용산구 이촌로 318 (이촌동, 금강아산병원)","37.5175961","126.9819117","","Y","2","2","0","0","0","0","2","0","0","금강아산병원","02-799-5000","08:30~16:30","","","","민간","상업시설","수세식","Y","남자화장실+여자화장실","N","N","없음","","2022-11-29"
"3644","개방화장실","론볼장","서울특별시 송파구 잠실동 1-1","37.5175896","127.0867236","서울특별시 송파구 잠실동 1-1","N","1","1","1","0","0","0","1","0","0","한강사업본부 수질환경과","02-3780-0785","24시간","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-27"
"3667","개방화장실","만남의 광장","서울특별시 송파구 잠실동 1-1","37.5175896","127.0867236","서울특별시 송파구 잠실동 1-1","N","1","1","0","0","0","0","1","0","0","한강사업본부 수질환경과","02-3780-0785","24시간","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-27"
"3738","개방화장실","안내센터옆","서울특별시 송파구 잠실동 1-1","37.5175896","127.0867236","서울특별시 송파구 잠실동 1-1","N","1","1","1","0","0","0","1","0","0","한강사업본부 수질환경과","02-3780-0785","24시간","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-27"
"3765","개방화장실","제3주차장","서울특별시 송파구 잠실동 1-1","37.5175896","127.0867236","서울특별시 송파구 잠실동 1-1","N","1","1","1","0","0","0","1","0","0","한강사업본부 수질환경과","02-3780-0785","24시간","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-27"
"3766","개방화장실","제4주차장","서울특별시 송파구 잠실동 1-1","37.5175896","127.0867236","서울특별시 송파구 잠실동 1-1","N","1","1","1","0","0","0","1","0","0","한강사업본부 수질환경과","02-3780-0785","24시간","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-27"
"3778","개방화장실","청소년광장","서울특별시 송파구 잠실동 1-1","37.5175896","127.0867236","서울특별시 송파구 잠실동 1-1","N","1","1","0","0","0","0","1","1","0","한강사업본부 수질환경과","02-3780-0785","24시간","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-27"
"3843","개방화장실","유람선선착장","서울특별시 송파구 잠실동 1-1","37.5175896","127.0867236","서울특별시 송파구 잠실동 1-1","N","1","1","1","0","0","0","1","0","0","한강사업본부 수질환경과","02-3780-0785","24시간","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-27"
"3861","개방화장실","잠실나루나들목 앞","서울특별시 송파구 잠실동 1-1","37.5175896","127.0867236","서울특별시 송파구 잠실동 1-1","N","1","1","0","0","0","0","1","1","0","한강사업본부 수질환경과","02-3780-0785","24시간","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-27"
"3863","개방화장실","잠실대교 하부","서울특별시 송파구 잠실동 1-1","37.5175896","127.0867236","서울특별시 송파구 잠실동 1-1","N","1","1","1","0","0","0","1","0","0","한강사업본부 수질환경과","02-3780-0785","24시간","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-27"
"3227","개방화장실","금하빌딩","서울특별시 학동로 401 (청담동)","37.5175829","127.0416468","","N","9","0","0","0","0","0","0","0","0","개인","","07:00~23:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-11-28"
"4336","개방화장실","양천구보건소","서울특별시 양천구 목동서로 339","37.5175443","126.8658971","신정동 321-5","N","3","3","1","0","0","0","3","0","0","양천구보건소","02-2620-3850","09~18시","","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2021-12-31"
"3279","공중화장실","강남구청","서울특별시 강남구 학동로 426","37.5175282","127.0474699","","N","2","2","0","0","0","0","4","0","0","총무과","","9시~18시","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","Y","N","없음","","2022-11-28"
"929","공중화장실","영등포로타리","서울특별시 영등포구 영중로 지하 20 (영등포동3가, 영등포로터리지하도상가)","37.5174305","126.9072521","","N","2","5","0","0","0","0","4","0","0","영등포로타리","02-2290-6539","05:00~12:00","","","","지방자치단체","공공용시설","수세식","Y","남자화장실+여자화장실","N","Y","남자화장실+여자화장실","","2020-08-31"
"930","공중화장실","영등포역 지하 화장실","서울특별시 영등포구 영중로 지하 20 (영등포동3가, 영등포로터리지하도상가)","37.5174305","126.9072521","","N","3","5","0","0","0","0","4","0","0","영등포구 청소과","02-2670-3504","05:00~12:00","","","","민간","공공용시설","수세식","N","없음","N","N","없음","","2020-08-31"
"4394","개방화장실","센트럴프라자","서울특별시 양천구 목동서로 349","37.5173729","126.8653092","신정6동 321-6","N","2","3","0","0","0","0","1","1","0","양천구 청소행정과","02-2620-3430","24시간","","","","민간","기타","수세식","Y","여자화장실","Y","N","없음","","2021-12-31"
"3308","공중화장실","못골한옥어린이도서관화장실","서울특별시 강남구 자곡로 7길 3","37.5172363","127.0473248","","N","17","17","1","0","0","0","35","1","0","강남세무서","","9시간","","","","국가","공공용시설","수세식","Y","장애인화장실","Y","N","없음","","2022-11-28"
"3349","공중화장실","자곡문화센터","서울특별시 강남구 자곡로 100","37.5172363","127.0473248","","N","18","8","5","8","0","0","19","5","0","강남문화재단","","16시간","2021-12","37.471725","127.094485","지방자치단체","공공용시설","수세식","Y","여자화장실","N","Y","여자화장실","","2022-11-28"
"3344","공중화장실","논현2문화센터","서울특별시 강남구 학동로 43길 17","37.5172158","127.0371731","","N","11","13","1","1","0","0","12","1","0","강남문화재단","","16시간","1997-09","37.517352","127.037157","지방자치단체","공공용시설","수거식","N","없음","N","N","없음","","2022-11-28"
"780","공중화장실","패션관 10층","서울특별시 영등포구 영중로 9(영등포동4가, 신세계백화점)","37.5171482","126.9055629","","N","3","3","0","0","0","2","4","0","1","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-05-18"
"781","공중화장실","패션관 9층","서울특별시 영등포구 영중로 9(영등포동5가, 신세계백화점)","37.5171482","126.9055629","","N","3","2","0","0","0","2","5","0","1","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-05-18"
"783","공중화장실","패션관 7층","서울특별시 영등포구 영중로 9(영등포동7가, 신세계백화점)","37.5171482","126.9055629","","N","2","3","0","0","0","2","4","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","Y","남자화장실+여자화장실","","2020-05-18"
"784","공중화장실","패션관 6층","서울특별시 영등포구 영중로 9(영등포동8가, 신세계백화점)","37.5171482","126.9055629","","N","2","3","0","0","0","0","3","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-05-18"
"785","공중화장실","패션관 5층","서울특별시 영등포구 영중로 9(영등포동9가, 신세계백화점)","37.5171482","126.9055629","","N","4","3","0","0","0","1","0","0","1","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","N","없음","N","Y","남자화장실","","2020-05-18"
"786","공중화장실","패션관 4층","서울특별시 영등포구 영중로 9(영등포동10가, 신세계백화점)","37.5171482","126.9055629","","N","0","3","0","0","0","1","4","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-05-18"
"787","공중화장실","패션관 3층","서울특별시 영등포구 영중로 9(영등포동11가, 신세계백화점)","37.5171482","126.9055629","","N","2","0","0","0","0","2","4","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-05-18"
"788","공중화장실","패션관 2층","서울특별시 영등포구 영중로 9(영등포동12가, 신세계백화점)","37.5171482","126.9055629","","N","0","2","0","0","0","1","3","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","N","없음","N","Y","여자화장실","","2020-05-18"
"789","공중화장실","패션관 지하1층","서울특별시 영등포구 영중로 9(영등포동13가, 신세계백화점)","37.5171482","126.9055629","","N","0","0","0","0","0","0","4","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","N","없음","N","Y","여자화장실","","2020-05-18"
"790","공중화장실","리빙관 7층","서울특별시 영등포구 영중로 9(영등포동14가, 신세계백화점)","37.5171482","126.9055629","","N","0","0","0","0","0","1","5","0","2","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","N","없음","","2020-05-18"
"791","공중화장실","리빙관 6층","서울특별시 영등포구 영중로 9(영등포동15가, 신세계백화점)","37.5171482","126.9055629","","N","2","2","0","0","0","0","0","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","N","없음","N","Y","여자화장실","","2020-05-18"
"806","공중화장실","리빙관 5층","서울특별시 영등포구 영중로 9(영등포동16가, 신세계백화점)","37.5171482","126.9055629","","N","0","0","0","0","0","0","3","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-05-18"
"807","공중화장실","리빙관 4층","서울특별시 영등포구 영중로 9(영등포동17가, 신세계백화점)","37.5171482","126.9055629","","N","2","3","0","0","0","0","4","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-05-18"
"808","공중화장실","리빙관 2층","서울특별시 영등포구 영중로 9(영등포동18가, 신세계백화점)","37.5171482","126.9055629","","N","3","2","0","0","0","0","2","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-05-18"
"809","공중화장실","리빙관 지하2층","서울특별시 영등포구 영중로 9(영등포동19가, 신세계백화점)","37.5171482","126.9055629","","N","0","0","0","0","0","0","4","0","0","신세계백화점","02-2639-1041","11:00~20:00","","","","민간","상업시설","수세식","Y","여자화장실","N","Y","여자화장실","","2020-05-18"
"825","공중화장실","자매근린공원","서울특별시 영등포구 의사당대로 166","37.5171105","126.9304634","서울특별시 영등포구 여의도동 56","N","1","1","1","1","0","0","2","1","0","푸른도시과","02-2670-3761","24시간","","","","지방자치단체","공공용시설","수세식","Y","남자화장실+여자화장실","N","Y","여자화장실","","2020-05-25"
